FID,the_geom,fid,country,name,gppd_idnr,capacity_m,latitude,longitude,primary_fu,other_fuel,other_fu_1,other_fu_2,commission,owner,source,url,geolocatio,wepp_id,year_of_ca,generation,generati_1,generati_2,generati_3,generati_4,generati_5,generati_6,generati_7,estimated_,estimate_1,estimate_2,estimate_3,estimate_4,estimate_5,estimate_6,estimate_7,estimate_8,estimate_9
global_power_plants_renewable.21789,POINT (-74.8536 40.0139),21789,United States of America,IKEA Westhampton 061,USA0058016,1.8,40.0139,-74.8536,Solar,,,,2013,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.0315,1.7137,2.2364,2.089,2.049,2.281,2.349,U.S. Energy Information Administration,0,2.81,2.91,2.76,2.75,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21790,POINT (-74.3836 40.4705),21790,United States of America,ILR Landfill,USA0060375,7.7,40.4705,-74.3836,Solar,,,,2017,ILR Landfill,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,101809,2019,0,0,0,0,9.3,8.791,9.628,U.S. Energy Information Administration,0,0,0,0,12.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21805,POINT (-74.225 40.595),21805,United States of America,IOS - ERW9,USA0061466,5.3,40.595,-74.225,Solar,,,,2017,IGS ORIX Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,2.832,8.439,8.842,U.S. Energy Information Administration,0,0,0,0,8.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21806,POINT (-69.838 44.804),21806,United States of America,IOS - MEW Phase 1,USA0061460,4.1,44.804,-69.838,Solar,,,,2017,IGS ORIX Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,4.981,5.758,4.9,U.S. Energy Information Administration,0,0,0,0,6.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21808,POINT (-75.5 44.3),21808,United States of America,IRE Solar I  LLC,USA0061717,1,44.3,-75.5,Solar,,,,2018,Scotch Settlement,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.004,1.1,1.303,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21809,POINT (-74.2786 40.2675),21809,United States of America,ISH Solar Central  LLC,USA0057799,1.4,40.2675,-74.2786,Solar,,,,2011,SunEdison LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.854,1.857,1.263,1.937,1.792,1.459,1.443,U.S. Energy Information Administration,2.16,2.14,2.21,1.94,1.88,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21812,POINT (-71.1689 41.8169),21812,United States of America,ISM Solar Dighton 2  LLC CSG,USA0063562,2,41.8169,-71.1689,Solar,,,,2018,38 Degrees North  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,3.564,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21818,POINT (-74.7094 40.555),21818,United States of America,Imclone Solar Electric Facility,USA0059631,8,40.555,-74.7094,Solar,,,,2014,CVI CleanCapital Solar 5 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,8.724,13.128,13.582,12.474,11.751,12.342,U.S. Energy Information Administration,0,0,13.26,12.83,13.76,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21827,POINT (-72.0172 42.1079),21827,United States of America,Incom Solar  LLC CSG,USA0063563,2,42.1079,-72.0172,Solar,,,,2017,38 Degrees North  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,3.578,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21828,POINT (-71.7806 43.5608),21828,United States of America,Indeck Energy-Alexandria,USA0058595,16,43.5608,-71.7806,Waste,,,,2008,Indeck Energy-Alexandria  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28120,2019,110.246,106.331,109.63,114.181,33.251,0,0,U.S. Energy Information Administration,0,0,0,0,2.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21833,POINT (-72.3222 42.2008),21833,United States of America,Indian Hill Solar LLC,USA0059362,1.4,42.2008,-72.3222,Solar,,,,2014,CleanCapital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0.969,1.616,1.72,1.553,1.54,1.611,U.S. Energy Information Administration,0,0,1.82,2,1.83,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21834,POINT (-72.5076 42.161),21834,United States of America,Indian Orchard,USA0006379,3.7,42.161,-72.5076,Hydro,,,,1928,Central Rivers Power MA  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36695,2019,7.274,4.57,3.803,3.601,6.454,6.687,9.942,U.S. Energy Information Administration,9.25,10.67,10.33,9.27,10.92,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21835,POINT (-72.4989 42.1514),21835,United States of America,Indian Orchard PV Facility,USA0057674,2.3,42.1514,-72.4989,Solar,,,,2012,Western Massachusetts Electric Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65005,2019,0.076,2.584,2.611,2.853,2.079,2.653,2.425,U.S. Energy Information Administration,3.08,3.17,3.24,3.46,2.9,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21845,POINT (-74.7643 43.061),21845,United States of America,Inghams,USA0002579,6,43.061,-74.7643,Hydro,,,,1912,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27822,2019,30.408,28.366,20.597,18.155,30.024,28.373,31.273,U.S. Energy Information Administration,19.62,19.14,18.42,20.32,18.92,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21875,POINT (-71.9419 42.5994),21875,United States of America,Integrys MA Solar  LLC - Ashburnham Site,USA0058934,2.9,42.5994,-71.9419,Solar,,,,2014,Integrys MA Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0.038,3.878,4.144,4.58,4.174,3.805,2.901,U.S. Energy Information Administration,0,0,4.12,4.49,3.85,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21885,POINT (-70.221 44.5037),21885,United States of America,International Paper Jay Hydro,USA0050047,3.1,44.5037,-70.221,Hydro,,,,1912,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,12.713,15.18,15.201,13.782,13.422,16.51,15.794,U.S. Energy Information Administration,12.51,13.46,11.06,12.2,11.59,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21886,POINT (-70.1873 44.4705),21886,United States of America,International Paper Livermore Hydro,USA0050082,9.2,44.4705,-70.1873,Hydro,,,,1920.2174,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,37.278,34.169,31.828,29.113,31.047,35.592,37.99,U.S. Energy Information Administration,42.09,42.87,34.41,39.28,37.3,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21892,POINT (-70.2491 44.5034),21892,United States of America,International Paper Riley Hydro,USA0050081,6.6,44.5034,-70.2491,Hydro,,,,1982,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,28.407,26.399,21.796,24.322,24.86,26.236,22.394,U.S. Energy Information Administration,28.44,30.36,24.28,27.77,26.36,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21897,POINT (-72.8275 42.1634),21897,United States of America,International Paper Woronoco Mill,USA0050166,2.8,42.1634,-72.8275,Hydro,,,,1914.0714,Swift River Hydro Operations Co.  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33791,2019,0,0,0,0,0,0,6.719,U.S. Energy Information Administration,5.93,6.8,5.7,5.91,5.22,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21906,POINT (-70.8464 42.7172),21906,United States of America,Ipswich Wind Independence,USA0059023,2,42.7172,-70.8464,Wind,,,,2013,Ipswich Wind Independence,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,4.105,4.5,4.472,3.841,2.456,2.818,0,U.S. Energy Information Administration,0,5.15,5.03,4.37,4.15,NO-ESTIMATION,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.21907,POINT (-70.8419 42.7164),21907,United States of America,Ipswich Wind Turbine,USA0057855,1.6,42.7164,-70.8419,Wind,,,,2011,Town of Ipswich - (MA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,3.477,2.261,3.604,3.97,3.989,3.978,3.901,U.S. Energy Information Administration,4.15,3.62,3.21,3.66,3.63,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.21911,POINT (-71.2603 42.58),21911,United States of America,Iron Horse Solar 4  LLC,USA0060799,4.5,42.58,-71.2603,Solar,,,,2017,Iron Horse Solar 4  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,4.248,7.014,7.426,U.S. Energy Information Administration,0,0,0,0,7.33,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21912,POINT (-71.2464 42.5829),21912,United States of America,Iron Horse Solar I CSG,USA0060855,2.9,42.5829,-71.2464,Solar,,,,2017,Iron Horse Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70703,2019,0,0,0,0,3.937,4.114,4.258,U.S. Energy Information Administration,0,0,0,0,4.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21924,POINT (-73.2081 44.4917),21924,United States of America,J C McNeil,USA0000589,59.5,44.4917,-73.2081,Waste,Oil,Gas,,1984,City of Burlington Electric - (VT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15154,2019,0,0,0,0,0,0,227.247,U.S. Energy Information Administration,0,0,0,0,10.78,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21930,POINT (-77.0093 38.8527),21930,United States of America,JBAB - Washington DC,USA0062374,5.9,38.8527,-77.0093,Solar,,,,2019,JBAB Solar I  LLC.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,7.126,U.S. Energy Information Administration,0,0,0,0,9.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21933,POINT (-72.1 42.243),21933,United States of America,JH Solar  LLC CSG,USA0063564,1,42.243,-72.1,Solar,,,,2017,38 Degrees North  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,1.554,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21934,POINT (-74.6369 39.9928),21934,United States of America,JMB Mcguire-Dix-Lakehurst Solar Project,USA0058793,11.4,39.9928,-74.6369,Solar,,,,2013,WR-TGC Solar Generation IV LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,14.531,14.225,14.342,14.301,13.514,13.012,13.033,U.S. Energy Information Administration,0,18.87,18.96,18.64,19.43,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21936,POINT (-71.9489 43.1106),21936,United States of America,Jackman,USA0002360,3.2,43.1106,-71.9489,Hydro,,,,1926,Central Rivers Power NH  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30823,2019,10.437,10.358,8.234,7.502,10.415,14.998,11.234,U.S. Energy Information Administration,6.65,6.65,6.6,6.67,5.59,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21937,POINT (-74.262 40.0927),21937,United States of America,Jackson Board of Education-Liberty HS,USA0060113,1.2,40.0927,-74.262,Solar,,,,2016,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0.725,1.753,1.609,1.8,U.S. Energy Information Administration,0,0,0,0,1.85,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.21939,POINT (-71.904 41.583),21939,United States of America,Jackson Solar (CT),USA0063240,1,41.583,-71.904,Solar,,,,2020,Ecos Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21944,POINT (-74.5824 40.0637),21944,United States of America,Jacobstown,USA0059185,5,40.0637,-74.5824,Solar,,,,2014,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,1.366,8.355,8.532,7.904,7.668,8.026,U.S. Energy Information Administration,0,0,8.04,8.05,8.18,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21952,POINT (-75.109 43.3121),21952,United States of America,Jarvis (Hinckley),USA0000808,9,43.3121,-75.109,Hydro,,,,1991,New York Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27569,2019,23.889,26.453,21,29.119,37.241,25.687,40.652,U.S. Energy Information Administration,33.84,35.73,26.37,32.07,30.69,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21960,POINT (-74.0687 40.7722),21960,United States of America,Jefferson Avenue,USA0060499,1.7,40.7722,-74.0687,Solar,,,,2010,Hartz Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,2.333,2.096,1.984,2.039,U.S. Energy Information Administration,2.54,2.57,2.41,2.39,2.41,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21961,POINT (-72.162 41.656),21961,United States of America,Jefferson Solar,USA0062024,1,41.656,-72.162,Solar,,,,2018,Ecos Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,1.201,1.537,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21963,POINT (-75.9698 43.971),21963,United States of America,Jefferson-Lewis BOCES Solar,USA0060819,2,43.971,-75.9698,Solar,,,,2018,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.518,2.669,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21965,POINT (-71.225 44.4669),21965,United States of America,Jericho Power,USA0059070,14.3,44.4669,-71.225,Wind,,,,2016,Jericho Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,26.485,26.511,25.547,20.092,U.S. Energy Information Administration,0,0,0,0,50.85,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,WIND-V1
global_power_plants_renewable.21967,POINT (-74.0874 40.69),21967,United States of America,Jersey City DWP,USA0063530,1,40.69,-74.0874,Solar,,,,2020,Onyx Asset Services Group,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0.016,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21968,POINT (-74.1733 40.6608),21968,United States of America,Jersey Gardens Phase 1,USA0058653,1.7,40.6608,-74.1733,Solar,,,,2012,SEDC Jersey Gardens Owner LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.317,2.26,2.259,2.392,2.189,1.435,3.102,U.S. Energy Information Administration,2.59,2.6,2.76,2.55,2.32,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21969,POINT (-74.1733 40.6608),21969,United States of America,Jersey Gardens Phase 2,USA0058654,2.3,40.6608,-74.1733,Solar,,,,2012,CF Jersey Gardens Owner Two LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,3.241,3.077,3.2,3.404,3.09,2.985,3.06,U.S. Energy Information Administration,3.5,3.51,3.73,3.48,3.15,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21972,POINT (-74.4475 39.3822),21972,United States of America,Jersey-Atlantic Wind Farm,USA0056300,7.5,39.3822,-74.4475,Wind,,,,2006,Leeward Asset Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55018,2019,10.877,20.834,20.328,20.131,21.534,21.461,20.936,U.S. Energy Information Administration,20.74,20.23,20.21,20,20.34,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.21979,POINT (-73.2926 42.5437),21979,United States of America,Jiminy Peak Wind QF,USA0062570,1.5,42.5437,-73.2926,Wind,,,,2007,Jiminy Peak Mountain Resort  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0.001,U.S. Energy Information Administration,4.32,5.08,5.15,5.26,4.55,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
